Year,City,Sport,Discipline,Athlete,Code,Gender,Event,Medal,Country
1896,Athens,Aquatics,Swimming,Alfred Hajos,HUN,Men,100M Freestyle,Gold,Hungary
1896,Athens,Aquatics,Swimming,Alfred Hajos,HUN,Men,1200M Freestyle,Gold,Hungary
1896,Athens,Athletics,Athletics,Alajos Szokolyi,HUN,Men,100M,Bronze,Hungary
1896,Athens,Athletics,Athletics,Nandor Dani,HUN,Men,800M,Silver,Hungary
1896,Athens,Athletics,Athletics,Gyula Kellner,HUN,Men,Marathon,Bronze,Hungary
1896,Athens,Tennis,Tennis,Momcsillo Tapavicza,HUN,Men,Singles,Bronze,Hungary
1900,Paris,Aquatics,Swimming,Zoltan Halmay,HUN,Men,1500M Freestyle,Bronze,Hungary
1900,Paris,Aquatics,Swimming,Zoltan Halmay,HUN,Men,200M Freestyle,Silver,Hungary
1900,Paris,Aquatics,Swimming,Zoltan Halmay,HUN,Men,4000M Freestyle,Silver,Hungary
1900,Paris,Athletics,Athletics,Rudolf Bauer,HUN,Men,Discus Throw,Gold,Hungary
1900,Paris,Athletics,Athletics,Lajos Gönczy,HUN,Men,High Jump,Bronze,Hungary
1904,St Louis,Aquatics,Swimming,Zoltan Halmay,HUN,Men,100M Freestyle,Gold,Hungary
1904,St Louis,Aquatics,Swimming,Geza Kiss,HUN,Men,1500M Freestyle,Silver,Hungary
1904,St Louis,Aquatics,Swimming,Zoltan Halmay,HUN,Men,50Y Freestyle (45.72M),Gold,Hungary
1904,St Louis,Aquatics,Swimming,Geza Kiss,HUN,Men,880Y Freestyle (804.66M),Bronze,Hungary
1908,London,Aquatics,Swimming,Zoltan Halmay,HUN,Men,100M Freestyle,Silver,Hungary
1908,London,Aquatics,Swimming,Zoltan Halmay,HUN,Men,4X200M Freestyle Relay,Silver,Hungary
1908,London,Aquatics,Swimming,Béla Las Torres,HUN,Men,4X200M Freestyle Relay,Silver,Hungary
1908,London,Aquatics,Swimming,Jozsef Munk,HUN,Men,4X200M Freestyle Relay,Silver,Hungary
1908,London,Aquatics,Swimming,Imre Zachar,HUN,Men,4X200M Freestyle Relay,Silver,Hungary
1908,London,Athletics,Athletics,Ödön Bodor,HUN,Men,4X400M Relay,Bronze,Hungary
1908,London,Athletics,Athletics,Jozsef Nagy,HUN,Men,4X400M Relay,Bronze,Hungary
1908,London,Athletics,Athletics,G. Racz,HUN,Men,4X400M Relay,Bronze,Hungary
1908,London,Athletics,Athletics,Pal Simon,HUN,Men,4X400M Relay,Bronze,Hungary
1908,London,Athletics,Athletics,Istvan Somody,HUN,Men,High Jump,Silver,Hungary
1908,London,Fencing,Fencing,Jenö Fuchs,HUN,Men,Sabre Individual,Gold,Hungary
1908,London,Fencing,Fencing,Béla Zulawsky,HUN,Men,Sabre Individual,Silver,Hungary
1908,London,Fencing,Fencing,Jenö Fuchs,HUN,Men,Sabre Team,Gold,Hungary
1908,London,Fencing,Fencing,Oskar Gerde,HUN,Men,Sabre Team,Gold,Hungary
1908,London,Fencing,Fencing,Peter Toth,HUN,Men,Sabre Team,Gold,Hungary
1908,London,Fencing,Fencing,Lajos Werkner,HUN,Men,Sabre Team,Gold,Hungary
1908,London,Rowing,Rowing,Károly Leviczky,HUN,Men,Single Sculls (1X),Bronze,Hungary
1908,London,Wrestling,Wrestling Gre-R,Richard Weisz,HUN,Men,+ 93KG (Super Heavyweight),Gold,Hungary
1912,Stockholm,Athletics,Athletics,Mor Kovacs,HUN,Men,Javelin Throw,Bronze,Hungary
1912,Stockholm,Fencing,Fencing,Ervin Meszaros,HUN,Men,Sabre Individual,Bronze,Hungary
1912,Stockholm,Fencing,Fencing,Jenö Fuchs,HUN,Men,Sabre Individual,Gold,Hungary
1912,Stockholm,Fencing,Fencing,Béla Bekessy,HUN,Men,Sabre Individual,Silver,Hungary
1912,Stockholm,Fencing,Fencing,Laszlo Berti,HUN,Men,Sabre Team,Gold,Hungary
1912,Stockholm,Fencing,Fencing,Deszö Földes,HUN,Men,Sabre Team,Gold,Hungary
1912,Stockholm,Fencing,Fencing,Jenö Fuchs,HUN,Men,Sabre Team,Gold,Hungary
1912,Stockholm,Fencing,Fencing,Oskar Gerde,HUN,Men,Sabre Team,Gold,Hungary
1912,Stockholm,Fencing,Fencing,Ervin Meszaros,HUN,Men,Sabre Team,Gold,Hungary
1912,Stockholm,Fencing,Fencing,Zoltan Schenker,HUN,Men,Sabre Team,Gold,Hungary
1912,Stockholm,Fencing,Fencing,Peter Toth,HUN,Men,Sabre Team,Gold,Hungary
1912,Stockholm,Fencing,Fencing,Lajos Werkner,HUN,Men,Sabre Team,Gold,Hungary
1912,Stockholm,Gymnastics,Artistic G.,Lajos Aradi,HUN,Men,Team Competition,Silver,Hungary
1912,Stockholm,Gymnastics,Artistic G.,Jozsef Berkes,HUN,Men,Team Competition,Silver,Hungary
1912,Stockholm,Gymnastics,Artistic G.,Imre Erdödy,HUN,Men,Team Competition,Silver,Hungary
1912,Stockholm,Gymnastics,Artistic G.,Samu Foti,HUN,Men,Team Competition,Silver,Hungary
1912,Stockholm,Gymnastics,Artistic G.,Imre Gellert,HUN,Men,Team Competition,Silver,Hungary
1912,Stockholm,Gymnastics,Artistic G.,Gyözö Halmos,HUN,Men,Team Competition,Silver,Hungary
1912,Stockholm,Gymnastics,Artistic G.,Otto Hellmich,HUN,Men,Team Competition,Silver,Hungary
1912,Stockholm,Gymnastics,Artistic G.,Istvan Herczeg,HUN,Men,Team Competition,Silver,Hungary
1912,Stockholm,Gymnastics,Artistic G.,Jozsef Keresztessy,HUN,Men,Team Competition,Silver,Hungary
1912,Stockholm,Gymnastics,Artistic G.,Janos Korponai,HUN,Men,Team Competition,Silver,Hungary
1912,Stockholm,Gymnastics,Artistic G.,Elemer Paszty,HUN,Men,Team Competition,Silver,Hungary
1912,Stockholm,Gymnastics,Artistic G.,Arpad Pedery,HUN,Men,Team Competition,Silver,Hungary
1912,Stockholm,Gymnastics,Artistic G.,Jenö Reti,HUN,Men,Team Competition,Silver,Hungary
1912,Stockholm,Gymnastics,Artistic G.,Ferenc Szüts,HUN,Men,Team Competition,Silver,Hungary
1912,Stockholm,Gymnastics,Artistic G.,Ödön Tery,HUN,Men,Team Competition,Silver,Hungary
1912,Stockholm,Gymnastics,Artistic G.,Géza Tuli,HUN,Men,Team Competition,Silver,Hungary
1912,Stockholm,Shooting,Shooting,Sandor Prokopp,HUN,Men,"Army Rifle, 300M, 3 Positions",Gold,Hungary
1912,Stockholm,Wrestling,Wrestling Gre-R,Béla Varga,HUN,Men,75 - 82.5KG (Light-Heavyweight),Bronze,Hungary
1924,Paris,Aquatics,Swimming,István Bartha,HUN,Men,100M Backstroke,Bronze,Hungary
1924,Paris,Athletics,Athletics,Elemer Somfay,HUN,Men,Pentathlon,Silver,Hungary
1924,Paris,Fencing,Fencing,Laszlo Berti,HUN,Men,Foil Team,Bronze,Hungary
1924,Paris,Fencing,Fencing,Istvan Lichteneckert,HUN,Men,Foil Team,Bronze,Hungary
1924,Paris,Fencing,Fencing,Sandor Posta,HUN,Men,Foil Team,Bronze,Hungary
1924,Paris,Fencing,Fencing,Zoltan Schenker,HUN,Men,Foil Team,Bronze,Hungary
1924,Paris,Fencing,Fencing,Ödön Tersztyanszky,HUN,Men,Foil Team,Bronze,Hungary
1924,Paris,Fencing,Fencing,Janos Garay,HUN,Men,Sabre Individual,Bronze,Hungary
1924,Paris,Fencing,Fencing,Sandor Posta,HUN,Men,Sabre Individual,Gold,Hungary
1924,Paris,Fencing,Fencing,Laszlo Berti,HUN,Men,Sabre Team,Silver,Hungary
1924,Paris,Fencing,Fencing,Janos Garay,HUN,Men,Sabre Team,Silver,Hungary
1924,Paris,Fencing,Fencing,Sandor Posta,HUN,Men,Sabre Team,Silver,Hungary
1924,Paris,Fencing,Fencing,Jozsef Rady,HUN,Men,Sabre Team,Silver,Hungary
1924,Paris,Fencing,Fencing,Zoltan Schenker,HUN,Men,Sabre Team,Silver,Hungary
1924,Paris,Fencing,Fencing,Laszlo Szechy,HUN,Men,Sabre Team,Silver,Hungary
1924,Paris,Fencing,Fencing,Ödön Tersztyanszky,HUN,Men,Sabre Team,Silver,Hungary
1924,Paris,Fencing,Fencing,Jenö Uhlyarik,HUN,Men,Sabre Team,Silver,Hungary
1924,Paris,Shooting,Shooting,Gyula Halasy,HUN,Men,Trap (125 Targets),Gold,Hungary
1924,Paris,Wrestling,Wrestling Gre-R,Rajmund Bado,HUN,Men,+ 82.5KG (Super Heavyweight),Bronze,Hungary
1924,Paris,Wrestling,Wrestling Gre-R,Lajos Keresztes,HUN,Men,62 - 67.5KG (Lightweight),Silver,Hungary
1928,Amsterdam,Aquatics,Swimming,Istvan Barany,HUN,Men,100M Freestyle,Silver,Hungary
1928,Amsterdam,Aquatics,Water polo,István Barta,HUN,Men,Water Polo,Silver,Hungary
1928,Amsterdam,Aquatics,Water polo,Oliver Halassy,HUN,Men,Water Polo,Silver,Hungary
1928,Amsterdam,Aquatics,Water polo,Márton Homonnai,HUN,Men,Water Polo,Silver,Hungary
1928,Amsterdam,Aquatics,Water polo,Sándor Ivády,HUN,Men,Water Polo,Silver,Hungary
1928,Amsterdam,Aquatics,Water polo,Alajos Keseru,HUN,Men,Water Polo,Silver,Hungary
1928,Amsterdam,Aquatics,Water polo,Ferenc Keseru,HUN,Men,Water Polo,Silver,Hungary
1928,Amsterdam,Aquatics,Water polo,Jozsef Vrabely,HUN,Men,Water Polo,Silver,Hungary
1928,Amsterdam,Athletics,Athletics,Bela Szepes-Strauch,HUN,Men,Javelin Throw,Silver,Hungary
1928,Amsterdam,Boxing,Boxing,Antal Kocsis,HUN,Men,- 50.8KG (Flyweight),Gold,Hungary
1928,Amsterdam,Fencing,Fencing,Odön Vitez Tersztyanszky,HUN,Men,Sabre Individual,Gold,Hungary
1928,Amsterdam,Fencing,Fencing,Attila Petschauer,HUN,Men,Sabre Individual,Silver,Hungary
1928,Amsterdam,Fencing,Fencing,Janos Garay,HUN,Men,Sabre Team,Gold,Hungary
1928,Amsterdam,Fencing,Fencing,Gyula Glykais,HUN,Men,Sabre Team,Gold,Hungary
1928,Amsterdam,Fencing,Fencing,Sandor Gombos,HUN,Men,Sabre Team,Gold,Hungary
1928,Amsterdam,Fencing,Fencing,Attila Petschauer,HUN,Men,Sabre Team,Gold,Hungary
1928,Amsterdam,Fencing,Fencing,Jozsef Rady,HUN,Men,Sabre Team,Gold,Hungary
1928,Amsterdam,Fencing,Fencing,Ödön Tersztyanszky,HUN,Men,Sabre Team,Gold,Hungary
1928,Amsterdam,Wrestling,Wrestling Gre-R,Lajos Keresztes,HUN,Men,60 - 67.5KG (Lightweight),Gold,Hungary
1928,Amsterdam,Wrestling,Wrestling Gre-R,L. Papp,HUN,Men,67.5 - 75KG (Middleweight),Silver,Hungary
1932,Los Angeles,Aquatics,Swimming,Istvan Barany,HUN,Men,4X200M Freestyle Relay,Bronze,Hungary
1932,Los Angeles,Aquatics,Swimming,László Szabados,HUN,Men,4X200M Freestyle Relay,Bronze,Hungary
1932,Los Angeles,Aquatics,Swimming,Andras Szekely,HUN,Men,4X200M Freestyle Relay,Bronze,Hungary
1932,Los Angeles,Aquatics,Swimming,Andras Wanie,HUN,Men,4X200M Freestyle Relay,Bronze,Hungary
1932,Los Angeles,Aquatics,Water polo,István Barta,HUN,Men,Water Polo,Gold,Hungary
1932,Los Angeles,Aquatics,Water polo,György Brody,HUN,Men,Water Polo,Gold,Hungary
1932,Los Angeles,Aquatics,Water polo,Oliver Halassy,HUN,Men,Water Polo,Gold,Hungary
1932,Los Angeles,Aquatics,Water polo,Lajos Homonnai,HUN,Men,Water Polo,Gold,Hungary
1932,Los Angeles,Aquatics,Water polo,Sándor Ivády,HUN,Men,Water Polo,Gold,Hungary
1932,Los Angeles,Aquatics,Water polo,Alajos Keseru,HUN,Men,Water Polo,Gold,Hungary
1932,Los Angeles,Aquatics,Water polo,Ferenc Keseru,HUN,Men,Water Polo,Gold,Hungary
1932,Los Angeles,Aquatics,Water polo,János Nemeth,HUN,Men,Water Polo,Gold,Hungary
1932,Los Angeles,Aquatics,Water polo,Miklós Sárkány,HUN,Men,Water Polo,Gold,Hungary
1932,Los Angeles,Aquatics,Water polo,József Vértesi (Vrabely),HUN,Men,Water Polo,Gold,Hungary
1932,Los Angeles,Boxing,Boxing,Istvan Enekes,HUN,Men,- 50.8KG (Flyweight),Gold,Hungary
1932,Los Angeles,Fencing,Fencing,Erna Bogen,HUN,Women,Foil Individual,Bronze,Hungary
1932,Los Angeles,Fencing,Fencing,Endre Kabos,HUN,Men,Sabre Individual,Bronze,Hungary
1932,Los Angeles,Fencing,Fencing,György Piller Jekelfalussy,HUN,Men,Sabre Individual,Gold,Hungary
1932,Los Angeles,Fencing,Fencing,Aladar Gerevich,HUN,Men,Sabre Team,Gold,Hungary
1932,Los Angeles,Fencing,Fencing,Gyula Glykais,HUN,Men,Sabre Team,Gold,Hungary
1932,Los Angeles,Fencing,Fencing,Endre Kabos,HUN,Men,Sabre Team,Gold,Hungary
1932,Los Angeles,Fencing,Fencing,Erno Nagy,HUN,Men,Sabre Team,Gold,Hungary
1932,Los Angeles,Fencing,Fencing,Attila Petschauer,HUN,Men,Sabre Team,Gold,Hungary
1932,Los Angeles,Fencing,Fencing,György Piller Jekelfalussy,HUN,Men,Sabre Team,Gold,Hungary
1932,Los Angeles,Gymnastics,Artistic G.,István Pelle,HUN,Men,Floor Exercises,Gold,Hungary
1932,Los Angeles,Gymnastics,Artistic G.,István Pelle,HUN,Men,Individual All-Round,Silver,Hungary
1932,Los Angeles,Gymnastics,Artistic G.,István Pelle,HUN,Men,Parallel Bars,Silver,Hungary
1932,Los Angeles,Gymnastics,Artistic G.,István Pelle,HUN,Men,Pommel Horse,Gold,Hungary
1932,Los Angeles,Shooting,Shooting,Zoltan Hradetzky-Soos-Ruszka,HUN,Men,50M Rifle Prone (60 Shots),Bronze,Hungary
1932,Los Angeles,Wrestling,Wrestling Free.,Ödön Zombori,HUN,Men,- 56KG (Bantamweight),Silver,Hungary
1932,Los Angeles,Wrestling,Wrestling Free.,Károly Kárpáti,HUN,Men,61 - 66KG (Lightweight),Silver,Hungary
1932,Los Angeles,Wrestling,Wrestling Free.,Jozsef Tunyogi,HUN,Men,72 - 79KG (Middleweight),Bronze,Hungary
1936,Berlin,Aquatics,Swimming,Ferenc Csik,HUN,Men,100M Freestyle,Gold,Hungary
1936,Berlin,Aquatics,Swimming,Oszkar Abay-Nemes,HUN,Men,4X200M Freestyle Relay,Bronze,Hungary
1936,Berlin,Aquatics,Swimming,Ferenc Csik,HUN,Men,4X200M Freestyle Relay,Bronze,Hungary
1936,Berlin,Aquatics,Swimming,Ödön Grof,HUN,Men,4X200M Freestyle Relay,Bronze,Hungary
1936,Berlin,Aquatics,Swimming,Arpad Lengyel,HUN,Men,4X200M Freestyle Relay,Bronze,Hungary
1936,Berlin,Aquatics,Water polo,Mihaly Bozsi,HUN,Men,Water Polo,Gold,Hungary
1936,Berlin,Aquatics,Water polo,Jenö Brandi,HUN,Men,Water Polo,Gold,Hungary
1936,Berlin,Aquatics,Water polo,György Brody,HUN,Men,Water Polo,Gold,Hungary
1936,Berlin,Aquatics,Water polo,Oliver Halassy,HUN,Men,Water Polo,Gold,Hungary
1936,Berlin,Aquatics,Water polo,Kalman Hazai,HUN,Men,Water Polo,Gold,Hungary
1936,Berlin,Aquatics,Water polo,Lajos Homonnai,HUN,Men,Water Polo,Gold,Hungary
1936,Berlin,Aquatics,Water polo,György Kutasi,HUN,Men,Water Polo,Gold,Hungary
1936,Berlin,Aquatics,Water polo,Istvan Molnar,HUN,Men,Water Polo,Gold,Hungary
1936,Berlin,Aquatics,Water polo,János Nemeth,HUN,Men,Water Polo,Gold,Hungary
1936,Berlin,Aquatics,Water polo,Miklós Sárkány,HUN,Men,Water Polo,Gold,Hungary
1936,Berlin,Aquatics,Water polo,Sandor Tarics,HUN,Men,Water Polo,Gold,Hungary
1936,Berlin,Athletics,Athletics,Ibolya Csak,HUN,Women,High Jump,Gold,Hungary
1936,Berlin,Boxing,Boxing,Imre Harangi,HUN,Men,57.15 - 61.24KG (Lightweight),Gold,Hungary
1936,Berlin,Equestrian,Jumping,H:: Sello,HUN,Men,Individual,Bronze,Hungary
1936,Berlin,Equestrian,Jumping,Jozsef Von Platthy,HUN,Men,Individual,Bronze,Hungary
1936,Berlin,Fencing,Fencing,Ilona Elek,HUN,Women,Foil Individual,Gold,Hungary
1936,Berlin,Fencing,Fencing,Aladar Gerevich,HUN,Men,Sabre Individual,Bronze,Hungary
1936,Berlin,Fencing,Fencing,Endre Kabos,HUN,Men,Sabre Individual,Gold,Hungary
1936,Berlin,Fencing,Fencing,Tibor Berczelly,HUN,Men,Sabre Team,Gold,Hungary
1936,Berlin,Fencing,Fencing,Aladar Gerevich,HUN,Men,Sabre Team,Gold,Hungary
1936,Berlin,Fencing,Fencing,Endre Kabos,HUN,Men,Sabre Team,Gold,Hungary
1936,Berlin,Fencing,Fencing,Pal Adam Kovacs,HUN,Men,Sabre Team,Gold,Hungary
1936,Berlin,Fencing,Fencing,Laszlo Rajcsanyi,HUN,Men,Sabre Team,Gold,Hungary
1936,Berlin,Fencing,Fencing,Imre Rajczy,HUN,Men,Sabre Team,Gold,Hungary
1936,Berlin,Gymnastics,Artistic G.,Margit Csillik,HUN,Women,Team Competition,Bronze,Hungary
1936,Berlin,Gymnastics,Artistic G.,Margit Kalocsai,HUN,Women,Team Competition,Bronze,Hungary
1936,Berlin,Gymnastics,Artistic G.,Ilona Madary,HUN,Women,Team Competition,Bronze,Hungary
1936,Berlin,Gymnastics,Artistic G.,Gabriella Meszaros,HUN,Women,Team Competition,Bronze,Hungary
1936,Berlin,Gymnastics,Artistic G.,Margit Nagy-Sandor,HUN,Women,Team Competition,Bronze,Hungary
1936,Berlin,Gymnastics,Artistic G.,Olga Törös,HUN,Women,Team Competition,Bronze,Hungary
1936,Berlin,Gymnastics,Artistic G.,Judith Töth,HUN,Women,Team Competition,Bronze,Hungary
1936,Berlin,Gymnastics,Artistic G.,Eszter Voit,HUN,Women,Team Competition,Bronze,Hungary
1936,Berlin,Shooting,Shooting,Ralf Berszenyi,HUN,Men,50M Rifle Prone (60 Shots),Silver,Hungary
1936,Berlin,Wrestling,Wrestling Free.,Ödön Zombori,HUN,Men,- 56KG (Bantamweight),Gold,Hungary
1936,Berlin,Wrestling,Wrestling Free.,Károly Kárpáti,HUN,Men,61 - 66KG (Lightweight),Gold,Hungary
1936,Berlin,Wrestling,Wrestling Gre-R,Marton Lörincz,HUN,Men,- 56KG (Bantamweight),Gold,Hungary
1936,Berlin,Wrestling,Wrestling Gre-R,Jozsef Palotas,HUN,Men,72 - 79KG (Middleweight),Bronze,Hungary
1948,London,Aquatics,Swimming,Geza Kadas,HUN,Men,100M Freestyle,Bronze,Hungary
1948,London,Aquatics,Swimming,György Mitro,HUN,Men,1500M Freestyle,Bronze,Hungary
1948,London,Aquatics,Swimming,Eva Novak-Gerard,HUN,Women,200M Breaststroke,Bronze,Hungary
1948,London,Aquatics,Swimming,Geza Kadas,HUN,Men,4X200M Freestyle Relay,Silver,Hungary
1948,London,Aquatics,Swimming,György Mitro,HUN,Men,4X200M Freestyle Relay,Silver,Hungary
1948,London,Aquatics,Swimming,Imre Nyeki,HUN,Men,4X200M Freestyle Relay,Silver,Hungary
1948,London,Aquatics,Swimming,Elemer Szatmari,HUN,Men,4X200M Freestyle Relay,Silver,Hungary
1948,London,Aquatics,Water polo,Jenö Brandi,HUN,Men,Water Polo,Silver,Hungary
1948,London,Aquatics,Water polo,Oszkar Csuvik,HUN,Men,Water Polo,Silver,Hungary
1948,London,Aquatics,Water polo,Dezsö Fabian,HUN,Men,Water Polo,Silver,Hungary
1948,London,Aquatics,Water polo,Dezso Gyarmati,HUN,Men,Water Polo,Silver,Hungary
1948,London,Aquatics,Water polo,Endre Gyorffi,HUN,Men,Water Polo,Silver,Hungary
1948,London,Aquatics,Water polo,Miklos Holop,HUN,Men,Water Polo,Silver,Hungary
1948,London,Aquatics,Water polo,Laszlo Jenei,HUN,Men,Water Polo,Silver,Hungary
1948,London,Aquatics,Water polo,Dezsã¶ Lemhenyi,HUN,Men,Water Polo,Silver,Hungary
1948,London,Aquatics,Water polo,Karoly Szittya,HUN,Men,Water Polo,Silver,Hungary
1948,London,Aquatics,Water polo,Istvan Szivos,HUN,Men,Water Polo,Silver,Hungary
1948,London,Athletics,Athletics,Imre Nemeth,HUN,Men,Hammer Throw,Gold,Hungary
1948,London,Athletics,Athletics,Jozsef Varszegi,HUN,Men,Javelin Throw,Bronze,Hungary
1948,London,Athletics,Athletics,Olga Gyarmati,HUN,Women,Long Jump,Gold,Hungary
1948,London,Boxing,Boxing,Tibor Csik,HUN,Men,51 - 54KG (Bantamweight),Gold,Hungary
1948,London,Boxing,Boxing,Laszlo Papp,HUN,Men,67 - 73KG (Middleweight),Gold,Hungary
1948,London,Fencing,Fencing,Lajos Maszlay,HUN,Men,Foil Individual,Bronze,Hungary
1948,London,Fencing,Fencing,Ilona Elek,HUN,Women,Foil Individual,Gold,Hungary
1948,London,Fencing,Fencing,Pal Adam Kovacs,HUN,Men,Sabre Individual,Bronze,Hungary
1948,London,Fencing,Fencing,Aladar Gerevich,HUN,Men,Sabre Individual,Gold,Hungary
1948,London,Fencing,Fencing,Tibor Berczelly,HUN,Men,Sabre Team,Gold,Hungary
1948,London,Fencing,Fencing,Aladar Gerevich,HUN,Men,Sabre Team,Gold,Hungary
1948,London,Fencing,Fencing,Rudolf Karpati,HUN,Men,Sabre Team,Gold,Hungary
1948,London,Fencing,Fencing,Pal Adam Kovacs,HUN,Men,Sabre Team,Gold,Hungary
1948,London,Fencing,Fencing,Bertalan Papp,HUN,Men,Sabre Team,Gold,Hungary
1948,London,Fencing,Fencing,Laszlo Rajcsanyi,HUN,Men,Sabre Team,Gold,Hungary
1948,London,Gymnastics,Artistic G.,Ferenc Pataki,HUN,Men,Floor Exercises,Gold,Hungary
1948,London,Gymnastics,Artistic G.,Janos Mogyorosi-Klencs,HUN,Men,Floor Exercises,Silver,Hungary
1948,London,Gymnastics,Artistic G.,Laszlo Baranyai,HUN,Men,Team Competition,Bronze,Hungary
1948,London,Gymnastics,Artistic G.,Jozsef Fekete,HUN,Men,Team Competition,Bronze,Hungary
1948,London,Gymnastics,Artistic G.,Gyözö Mogyorosi,HUN,Men,Team Competition,Bronze,Hungary
1948,London,Gymnastics,Artistic G.,Janos Mogyorosi-Klencs,HUN,Men,Team Competition,Bronze,Hungary
1948,London,Gymnastics,Artistic G.,Ferenc Pataki,HUN,Men,Team Competition,Bronze,Hungary
1948,London,Gymnastics,Artistic G.,Lajos Santha,HUN,Men,Team Competition,Bronze,Hungary
1948,London,Gymnastics,Artistic G.,Lajos Toth,HUN,Men,Team Competition,Bronze,Hungary
1948,London,Gymnastics,Artistic G.,Ferenc Varkoi,HUN,Men,Team Competition,Bronze,Hungary
1948,London,Gymnastics,Artistic G.,Anna Feher,HUN,Women,Team Competition,Silver,Hungary
1948,London,Gymnastics,Artistic G.,Erzsebet Gulyas-Köteles,HUN,Women,Team Competition,Silver,Hungary
1948,London,Gymnastics,Artistic G.,Iren Karsics-Daruhazi,HUN,Women,Team Competition,Silver,Hungary
1948,London,Gymnastics,Artistic G.,Maria Kövi-Zalai,HUN,Women,Team Competition,Silver,Hungary
1948,London,Gymnastics,Artistic G.,Margit Nagy-Sandor,HUN,Women,Team Competition,Silver,Hungary
1948,London,Gymnastics,Artistic G.,Erzebet Sarkany-Balasz,HUN,Women,Team Competition,Silver,Hungary
1948,London,Gymnastics,Artistic G.,Olga Tass Lemhenyi,HUN,Women,Team Competition,Silver,Hungary
1948,London,Gymnastics,Artistic G.,Edit Vasarhelyi (Weckinger),HUN,Women,Team Competition,Silver,Hungary
1948,London,Gymnastics,Artistic G.,Janos Mogyorosi-Klencs,HUN,Men,Vault,Bronze,Hungary
1948,London,Gymnastics,Artistic G.,Ferenc Pataki,HUN,Men,Vault,Bronze,Hungary
1948,London,Rowing,Rowing,Antal Szendey,HUN,Men,Pair-Oared Shell With Coxswain (2+),Bronze,Hungary
1948,London,Rowing,Rowing,Robert Zimonyi,HUN,Men,Pair-Oared Shell With Coxswain (2+),Bronze,Hungary
1948,London,Rowing,Rowing,Bela Zsitnik Sr.,HUN,Men,Pair-Oared Shell With Coxswain (2+),Bronze,Hungary
1948,London,Shooting,Shooting,Karoly Takacs,HUN,Men,25M Rapid Fire Pistol (60 Shots),Gold,Hungary
1948,London,Wrestling,Wrestling Free.,Gyula Bobis,HUN,Men,+ 87KG (Heavyweight),Gold,Hungary
1948,London,Wrestling,Wrestling Gre-R,Ferenc Toth,HUN,Men,57 - 61KG (Featherweight),Bronze,Hungary
1948,London,Wrestling,Wrestling Gre-R,Karoly Ferencz,HUN,Men,61 - 67KG (Lightweight),Bronze,Hungary
1948,London,Wrestling,Wrestling Gre-R,Miklos Szilvasi,HUN,Men,67 - 73KG (Welterweight),Silver,Hungary
1952,Helsinki,Aquatics,Swimming,Judith Temes,HUN,Women,100M Freestyle,Bronze,Hungary
1952,Helsinki,Aquatics,Swimming,Katalin Szöke,HUN,Women,100M Freestyle,Gold,Hungary
1952,Helsinki,Aquatics,Swimming,Eva Szekely,HUN,Women,200M Breaststroke,Gold,Hungary
1952,Helsinki,Aquatics,Swimming,Eva Novak-Gerard,HUN,Women,200M Breaststroke,Silver,Hungary
1952,Helsinki,Aquatics,Swimming,Valeria Gyenge,HUN,Women,400M Freestyle,Gold,Hungary
1952,Helsinki,Aquatics,Swimming,Eva Novak-Gerard,HUN,Women,400M Freestyle,Silver,Hungary
1952,Helsinki,Aquatics,Swimming,Ilona Novak,HUN,Women,4X100M Freestyle Relay,Gold,Hungary
1952,Helsinki,Aquatics,Swimming,Eva Novak-Gerard,HUN,Women,4X100M Freestyle Relay,Gold,Hungary
1952,Helsinki,Aquatics,Swimming,Katalin Szöke,HUN,Women,4X100M Freestyle Relay,Gold,Hungary
1952,Helsinki,Aquatics,Swimming,Judith Temes,HUN,Women,4X100M Freestyle Relay,Gold,Hungary
1952,Helsinki,Aquatics,Water polo,Robert Antal,HUN,Men,Water Polo,Gold,Hungary
1952,Helsinki,Aquatics,Water polo,Antal Bolvari,HUN,Men,Water Polo,Gold,Hungary
1952,Helsinki,Aquatics,Water polo,Dezsö Fabian,HUN,Men,Water Polo,Gold,Hungary
1952,Helsinki,Aquatics,Water polo,Dezso Gyarmati,HUN,Men,Water Polo,Gold,Hungary
1952,Helsinki,Aquatics,Water polo,Istvan Hasznos,HUN,Men,Water Polo,Gold,Hungary
1952,Helsinki,Aquatics,Water polo,Laszlo Jenei,HUN,Men,Water Polo,Gold,Hungary
1952,Helsinki,Aquatics,Water polo,György Karpati,HUN,Men,Water Polo,Gold,Hungary
1952,Helsinki,Aquatics,Water polo,Dezsã¶ Lemhenyi,HUN,Men,Water Polo,Gold,Hungary
1952,Helsinki,Aquatics,Water polo,Kalman Markovics,HUN,Men,Water Polo,Gold,Hungary
1952,Helsinki,Aquatics,Water polo,Miklos Martin,HUN,Men,Water Polo,Gold,Hungary
1952,Helsinki,Aquatics,Water polo,Karoly Szittya,HUN,Men,Water Polo,Gold,Hungary
1952,Helsinki,Aquatics,Water polo,Istvan Szivos,HUN,Men,Water Polo,Gold,Hungary
1952,Helsinki,Aquatics,Water polo,György Vizvari,HUN,Men,Water Polo,Gold,Hungary
1952,Helsinki,Athletics,Athletics,György Csanyi,HUN,Men,4X100M Relay,Bronze,Hungary
1952,Helsinki,Athletics,Athletics,Bela Goldovanyi,HUN,Men,4X100M Relay,Bronze,Hungary
