Year,City,Sport,Discipline,Athlete,Code,Gender,Event,Medal,Country
1996,Atlanta,Handball,Handball,Robert Andersson,SWE,Men,Handball,Silver,Sweden
1996,Atlanta,Handball,Handball,Per Carlen,SWE,Men,Handball,Silver,Sweden
1996,Atlanta,Handball,Handball,Martin Frandesjo,SWE,Men,Handball,Silver,Sweden
1996,Atlanta,Handball,Handball,Erik Hajas,SWE,Men,Handball,Silver,Sweden
1996,Atlanta,Handball,Handball,Robert Hedin,SWE,Men,Handball,Silver,Sweden
1996,Atlanta,Handball,Handball,Andreas Larsson,SWE,Men,Handball,Silver,Sweden
1996,Atlanta,Handball,Handball,Ola Lindgren,SWE,Men,Handball,Silver,Sweden
1996,Atlanta,Handball,Handball,Stefan Lofgren,SWE,Men,Handball,Silver,Sweden
1996,Atlanta,Handball,Handball,Mats Olsson,SWE,Men,Handball,Silver,Sweden
1996,Atlanta,Handball,Handball,Staffan Olsson,SWE,Men,Handball,Silver,Sweden
1996,Atlanta,Handball,Handball,Johan Pettersson,SWE,Men,Handball,Silver,Sweden
1996,Atlanta,Handball,Handball,Thomas Sivertsson,SWE,Men,Handball,Silver,Sweden
1996,Atlanta,Handball,Handball,Tomas Svensson,SWE,Men,Handball,Silver,Sweden
1996,Atlanta,Handball,Handball,Pierre Thorsson,SWE,Men,Handball,Silver,Sweden
1996,Atlanta,Handball,Handball,Magnus Wislander,SWE,Men,Handball,Silver,Sweden
1996,Atlanta,Sailing,Sailing,Bobby Lohse,SWE,Men,Two-Person Keelboat Open (Star),Silver,Sweden
1996,Atlanta,Sailing,Sailing,Hans Wallen,SWE,Men,Two-Person Keelboat Open (Star),Silver,Sweden
1996,Atlanta,Wrestling,Wrestling Gre-R,Mikael Ljungberg,SWE,Men,90 - 100KG (Heavyweight),Bronze,Sweden
2000,Sydney,Aquatics,Swimming,Lars Frolander,SWE,Men,100M Butterfly,Gold,Sweden
2000,Sydney,Aquatics,Swimming,Therese Alshammar,SWE,Women,100M Freestyle,Silver,Sweden
2000,Sydney,Aquatics,Swimming,Therese Alshammar,SWE,Women,4X100M Freestyle Relay,Bronze,Sweden
2000,Sydney,Aquatics,Swimming,Louise Johncke,SWE,Women,4X100M Freestyle Relay,Bronze,Sweden
2000,Sydney,Aquatics,Swimming,Anna-Karin Kammerling,SWE,Women,4X100M Freestyle Relay,Bronze,Sweden
2000,Sydney,Aquatics,Swimming,Josefin Lillhage,SWE,Women,4X100M Freestyle Relay,Bronze,Sweden
2000,Sydney,Aquatics,Swimming,Johanna Sjoberg,SWE,Women,4X100M Freestyle Relay,Bronze,Sweden
2000,Sydney,Aquatics,Swimming,Malin Svahnstrom,SWE,Women,4X100M Freestyle Relay,Bronze,Sweden
2000,Sydney,Aquatics,Swimming,Therese Alshammar,SWE,Women,50M Freestyle,Silver,Sweden
2000,Sydney,Athletics,Athletics,Kajsa Bergqvist,SWE,Women,High Jump,Bronze,Sweden
2000,Sydney,Canoe / Kayak,Canoe / Kayak F,Henrik Nilsson,SWE,Men,K-2 1000M (Kayak Double),Silver,Sweden
2000,Sydney,Canoe / Kayak,Canoe / Kayak F,Markus Oscarsson,SWE,Men,K-2 1000M (Kayak Double),Silver,Sweden
2000,Sydney,Handball,Handball,Magnus Andersson,SWE,Men,Handball,Silver,Sweden
2000,Sydney,Handball,Handball,Martin Boquist,SWE,Men,Handball,Silver,Sweden
2000,Sydney,Handball,Handball,Martin Frandesjo,SWE,Men,Handball,Silver,Sweden
2000,Sydney,Handball,Handball,Mathias Franzen,SWE,Men,Handball,Silver,Sweden
2000,Sydney,Handball,Handball,Peter Gentzel,SWE,Men,Handball,Silver,Sweden
2000,Sydney,Handball,Handball,Andreas Larsson,SWE,Men,Handball,Silver,Sweden
2000,Sydney,Handball,Handball,Ola Lindgren,SWE,Men,Handball,Silver,Sweden
2000,Sydney,Handball,Handball,Stefan Lofgren,SWE,Men,Handball,Silver,Sweden
2000,Sydney,Handball,Handball,Staffan Olsson,SWE,Men,Handball,Silver,Sweden
2000,Sydney,Handball,Handball,Johan Pettersson,SWE,Men,Handball,Silver,Sweden
2000,Sydney,Handball,Handball,Thomas Sivertsson,SWE,Men,Handball,Silver,Sweden
2000,Sydney,Handball,Handball,Tomas Svensson,SWE,Men,Handball,Silver,Sweden
2000,Sydney,Handball,Handball,Pierre Thorsson,SWE,Men,Handball,Silver,Sweden
2000,Sydney,Handball,Handball,Ljubomir Vranjes,SWE,Men,Handball,Silver,Sweden
2000,Sydney,Handball,Handball,Magnus Wislander,SWE,Men,Handball,Silver,Sweden
2000,Sydney,Sailing,Sailing,Fredrik Loof,SWE,Men,Single-Handed Dinghy (Finn),Bronze,Sweden
2000,Sydney,Shooting,Shooting,Jonas Edman,SWE,Men,50M Rifle Prone (60 Shots),Gold,Sweden
2000,Sydney,Shooting,Shooting,Pia Hansen,SWE,Women,Double Trap (120 Targets),Gold,Sweden
2000,Sydney,Table Tennis,Table Tennis,Jan-Ove Waldner,SWE,Men,Singles,Silver,Sweden
2000,Sydney,Wrestling,Wrestling Gre-R,Mikael Ljungberg,SWE,Men,85 - 97KG,Gold,Sweden
2004,Athens,Athletics,Athletics,Carolina Kluft,SWE,Women,Heptathlon,Gold,Sweden
2004,Athens,Athletics,Athletics,Stefan Holm,SWE,Men,High Jump,Gold,Sweden
2004,Athens,Athletics,Athletics,Christian Olsson,SWE,Men,Triple Jump,Gold,Sweden
2004,Athens,Canoe / Kayak,Canoe / Kayak F,Henrik Nilsson,SWE,Men,K-2 1000M (Kayak Double),Gold,Sweden
2004,Athens,Canoe / Kayak,Canoe / Kayak F,Markus Oscarsson,SWE,Men,K-2 1000M (Kayak Double),Gold,Sweden
2004,Athens,Equestrian,Jumping,Rolf-Goran Bengtsson,SWE,Men,Team,Silver,Sweden
2004,Athens,Equestrian,Jumping,Peter Eriksson,SWE,Men,Team,Silver,Sweden
2004,Athens,Equestrian,Jumping,Peder Fredericson,SWE,Men,Team,Silver,Sweden
2004,Athens,Equestrian,Jumping,Malin Baryard,SWE,Women,Team,Silver,Sweden
2004,Athens,Sailing,Sailing,Therese Torgersson,SWE,Women,470 - Two Person Dinghy,Bronze,Sweden
2004,Athens,Sailing,Sailing,Vendela Zachrisson,SWE,Women,470 - Two Person Dinghy,Bronze,Sweden
2004,Athens,Wrestling,Wrestling Gre-R,Ara Abrahamian,SWE,Men,74 - 84KG,Silver,Sweden
2008,Beijing,Cycling,Cycling Road,Emma Johansson,SWE,Women,Individual Road Race,Silver,Sweden
2008,Beijing,Cycling,Cycling Road,Gustav Larsson,SWE,Men,Individual Time Trial,Silver,Sweden
2008,Beijing,Equestrian,Jumping,Rolf-Goran Bengtsson,SWE,Men,Individual,Silver,Sweden
2008,Beijing,Sailing,Sailing,Anders Ekstrom,SWE,Men,Star - Keelboat,Bronze,Sweden
2008,Beijing,Sailing,Sailing,Fredrik Loof,SWE,Men,Star - Keelboat,Bronze,Sweden
2008,Beijing,Tennis,Tennis,Simon Aspelin,SWE,Men,Doubles,Silver,Sweden
2008,Beijing,Tennis,Tennis,Thomas Johansson,SWE,Men,Doubles,Silver,Sweden
2012,London,Equestrian,Eventing,Sara Algotsson,SWE,Women,Individual,Silver,Sweden
2012,London,Handball,Handball,Kim Andersson,SWE,Men,Handball,Silver,Sweden
2012,London,Handball,Handball,Mattias Andersson,SWE,Men,Handball,Silver,Sweden
2012,London,Handball,Handball,Dalibor Doder,SWE,Men,Handball,Silver,Sweden
2012,London,Handball,Handball,Niclas Ekberg,SWE,Men,Handball,Silver,Sweden
2012,London,Handball,Handball,Kim Ekdahl Du Rietz,SWE,Men,Handball,Silver,Sweden
2012,London,Handball,Handball,Mattias Gustafsson,SWE,Men,Handball,Silver,Sweden
2012,London,Handball,Handball,Johan Jakobsson,SWE,Men,Handball,Silver,Sweden
2012,London,Handball,Handball,Magnus Jernemyr,SWE,Men,Handball,Silver,Sweden
2012,London,Handball,Handball,Jonas Kallman,SWE,Men,Handball,Silver,Sweden
2012,London,Handball,Handball,Tobias Karlsson,SWE,Men,Handball,Silver,Sweden
2012,London,Handball,Handball,Jonas Larholm,SWE,Men,Handball,Silver,Sweden
2012,London,Handball,Handball,Andreas Nilsson,SWE,Men,Handball,Silver,Sweden
2012,London,Handball,Handball,Fredrik Petersen,SWE,Men,Handball,Silver,Sweden
2012,London,Handball,Handball,Johan Sjostrand,SWE,Men,Handball,Silver,Sweden
2012,London,Handball,Handball,Mattias Zakrisson,SWE,Men,Handball,Silver,Sweden
2012,London,Sailing,Sailing,Rasmus Myrgren,SWE,Men,Laser,Bronze,Sweden
2012,London,Sailing,Sailing,Fredrik Lööf,SWE,Men,Star,Gold,Sweden
2012,London,Sailing,Sailing,Max Salminen,SWE,Men,Star,Gold,Sweden
2012,London,Shooting,Shooting,Hakan Dahlby,SWE,Men,Double Trap 150,Silver,Sweden
2012,London,Triathlon,Triathlon,Lisa Norden,SWE,Women,Individual,Silver,Sweden
2012,London,Wrestling,Wrestling Freestyle,Johan Euren,SWE,Men,Wg 120 KG,Bronze,Sweden
2012,London,Wrestling,Wrestling Freestyle,Jimmy Lidberg,SWE,Men,Wg 96 KG,Bronze,Sweden
1900,Paris,Athletics,Athletics,Carl Albert Andersen,NOR,Men,Pole Vault,Bronze,Norway
1900,Paris,Shooting,Shooting,Ole Östmo,NOR,Men,"Army Rifle, 300M, 3 Positions",Bronze,Norway
1900,Paris,Shooting,Shooting,Ole Östmo,NOR,Men,"Army Rifle, 300M, Prone",Bronze,Norway
1900,Paris,Shooting,Shooting,Ole Östmo,NOR,Men,"Army Rifle, 300M, Standing",Silver,Norway
1900,Paris,Shooting,Shooting,Olaf Emil Frydenlund,NOR,Men,"Free Rifle, Team",Silver,Norway
1900,Paris,Shooting,Shooting,Hellmer Hermandsen,NOR,Men,"Free Rifle, Team",Silver,Norway
1900,Paris,Shooting,Shooting,Ole Östmo,NOR,Men,"Free Rifle, Team",Silver,Norway
1900,Paris,Shooting,Shooting,Ole Andreas Saether,NOR,Men,"Free Rifle, Team",Silver,Norway
1900,Paris,Shooting,Shooting,Tom Seeberg,NOR,Men,"Free Rifle, Team",Silver,Norway
1908,London,Athletics,Athletics,Arne Halse,NOR,Men,Javelin Throw,Silver,Norway
1908,London,Athletics,Athletics,Arne Halse,NOR,Men,Javelin Throw Freestyle,Bronze,Norway
1908,London,Athletics,Athletics,Edvard Larsen,NOR,Men,Triple Jump,Bronze,Norway
1908,London,Gymnastics,Artistic G.,Arthur M. Amundsen,NOR,Men,Team Competition,Silver,Norway
1908,London,Gymnastics,Artistic G.,Carl Albert Andersen,NOR,Men,Team Competition,Silver,Norway
1908,London,Gymnastics,Artistic G.,Otto F. Authen,NOR,Men,Team Competition,Silver,Norway
1908,London,Gymnastics,Artistic G.,P.A. Bersen,NOR,Men,Team Competition,Silver,Norway
1908,London,Gymnastics,Artistic G.,Hermann Bohne,NOR,Men,Team Competition,Silver,Norway
1908,London,Gymnastics,Artistic G.,Trygve Carlsen Boyesen,NOR,Men,Team Competition,Silver,Norway
1908,London,Gymnastics,Artistic G.,Oscar Wilhelm Bye,NOR,Men,Team Competition,Silver,Norway
1908,London,Gymnastics,Artistic G.,Conrad M. Carlsrud,NOR,Men,Team Competition,Silver,Norway
1908,London,Gymnastics,Artistic G.,Eugene Engebretsen,NOR,Men,Team Competition,Silver,Norway
1908,London,Gymnastics,Artistic G.,J. Forstensen,NOR,Men,Team Competition,Silver,Norway
1908,London,Gymnastics,Artistic G.,Sverre Gröner,NOR,Men,Team Competition,Silver,Norway
1908,London,Gymnastics,Artistic G.,Harald Halvorsen,NOR,Men,Team Competition,Silver,Norway
1908,London,Gymnastics,Artistic G.,Harald Hansen,NOR,Men,Team Competition,Silver,Norway
1908,London,Gymnastics,Artistic G.,Peter Hol,NOR,Men,Team Competition,Silver,Norway
1908,London,Gymnastics,Artistic G.,Ole Iversen,NOR,Men,Team Competition,Silver,Norway
1908,London,Gymnastics,Artistic G.,Per Mathias Jespersen,NOR,Men,Team Competition,Silver,Norway
1908,London,Gymnastics,Artistic G.,Sigurd Erhardt A. Johanessen,NOR,Men,Team Competition,Silver,Norway
1908,London,Gymnastics,Artistic G.,Nicolai Kioer,NOR,Men,Team Competition,Silver,Norway
1908,London,Gymnastics,Artistic G.,Carl Klaeth,NOR,Men,Team Competition,Silver,Norway
1908,London,Gymnastics,Artistic G.,Thor Larsen,NOR,Men,Team Competition,Silver,Norway
1908,London,Gymnastics,Artistic G.,Rolf Lefdahl,NOR,Men,Team Competition,Silver,Norway
1908,London,Gymnastics,Artistic G.,Hans Schumann Lem,NOR,Men,Team Competition,Silver,Norway
1908,London,Gymnastics,Artistic G.,Anders Moen,NOR,Men,Team Competition,Silver,Norway
1908,London,Gymnastics,Artistic G.,Fritjof Olsen,NOR,Men,Team Competition,Silver,Norway
1908,London,Gymnastics,Artistic G.,Carl Alfred Pedersen,NOR,Men,Team Competition,Silver,Norway
1908,London,Gymnastics,Artistic G.,Paul Pedersen,NOR,Men,Team Competition,Silver,Norway
1908,London,Gymnastics,Artistic G.,B. Salvesen,NOR,Men,Team Competition,Silver,Norway
1908,London,Gymnastics,Artistic G.,Sigvard Sivertsen,NOR,Men,Team Competition,Silver,Norway
1908,London,Gymnastics,Artistic G.,Johan Skrataas,NOR,Men,Team Competition,Silver,Norway
1908,London,Gymnastics,Artistic G.,Harald Smevik,NOR,Men,Team Competition,Silver,Norway
1908,London,Gymnastics,Artistic G.,Andreas Strand,NOR,Men,Team Competition,Silver,Norway
1908,London,Gymnastics,Artistic G.,Olaf Syvertsen,NOR,Men,Team Competition,Silver,Norway
1908,London,Shooting,Shooting,Olaf Saether,NOR,Men,300M Free Rifle 3 Positions (3X40 Shots),Bronze,Norway
1908,London,Shooting,Shooting,Albert Helgerud,NOR,Men,300M Free Rifle 3 Positions (3X40 Shots),Gold,Norway
1908,London,Shooting,Shooting,Julius Braathe,NOR,Men,"Free Rifle, Team",Gold,Norway
1908,London,Shooting,Shooting,Albert Helgerud,NOR,Men,"Free Rifle, Team",Gold,Norway
1908,London,Shooting,Shooting,Einar Liberg,NOR,Men,"Free Rifle, Team",Gold,Norway
1908,London,Shooting,Shooting,Olaf Saether,NOR,Men,"Free Rifle, Team",Gold,Norway
1908,London,Shooting,Shooting,Ole Andreas Saether,NOR,Men,"Free Rifle, Team",Gold,Norway
1908,London,Shooting,Shooting,Gudbrand Gudbrandsen Skatteboe,NOR,Men,"Free Rifle, Team",Gold,Norway
1908,London,Wrestling,Wrestling Free.,Jacob Gunderson,NOR,Men,+ 73KG (Heavyweight),Silver,Norway
1912,Stockholm,Athletics,Athletics,Ferdinand Reinhardt Bie,NOR,Men,Pentathlon,Gold,Norway
1912,Stockholm,Gymnastics,Artistic G.,Isak Abrahamsen,NOR,Men,"Team, Free System",Gold,Norway
1912,Stockholm,Gymnastics,Artistic G.,Hans Beyer,NOR,Men,"Team, Free System",Gold,Norway
1912,Stockholm,Gymnastics,Artistic G.,Hartmann Björnsson,NOR,Men,"Team, Free System",Gold,Norway
1912,Stockholm,Gymnastics,Artistic G.,John Dahl,NOR,Men,"Team, Free System",Gold,Norway
1912,Stockholm,Gymnastics,Artistic G.,Alfred Engelsen,NOR,Men,"Team, Free System",Gold,Norway
1912,Stockholm,Gymnastics,Artistic G.,Bjarne Johnsen,NOR,Men,"Team, Free System",Gold,Norway
1912,Stockholm,Gymnastics,Artistic G.,Sigurd Jörgensen,NOR,Men,"Team, Free System",Gold,Norway
1912,Stockholm,Gymnastics,Artistic G.,Knud Leonard Knudsen,NOR,Men,"Team, Free System",Gold,Norway
1912,Stockholm,Gymnastics,Artistic G.,Alf Lie,NOR,Men,"Team, Free System",Gold,Norway
1912,Stockholm,Gymnastics,Artistic G.,Rolf Lie,NOR,Men,"Team, Free System",Gold,Norway
1912,Stockholm,Gymnastics,Artistic G.,Tor Lund,NOR,Men,"Team, Free System",Gold,Norway
1912,Stockholm,Gymnastics,Artistic G.,Petter Martinsen,NOR,Men,"Team, Free System",Gold,Norway
1912,Stockholm,Gymnastics,Artistic G.,Per Anton Mathiesen,NOR,Men,"Team, Free System",Gold,Norway
1912,Stockholm,Gymnastics,Artistic G.,Jacob Opdahl,NOR,Men,"Team, Free System",Gold,Norway
1912,Stockholm,Gymnastics,Artistic G.,Nils Opdahl,NOR,Men,"Team, Free System",Gold,Norway
1912,Stockholm,Gymnastics,Artistic G.,Bjarne Viktor Pettersen,NOR,Men,"Team, Free System",Gold,Norway
1912,Stockholm,Gymnastics,Artistic G.,Frithjof Saelen,NOR,Men,"Team, Free System",Gold,Norway
1912,Stockholm,Gymnastics,Artistic G.,Öistein Schirmer,NOR,Men,"Team, Free System",Gold,Norway
1912,Stockholm,Gymnastics,Artistic G.,Georg Selenius,NOR,Men,"Team, Free System",Gold,Norway
1912,Stockholm,Gymnastics,Artistic G.,Sigvard Sivertsen,NOR,Men,"Team, Free System",Gold,Norway
1912,Stockholm,Gymnastics,Artistic G.,Robert Sjursen,NOR,Men,"Team, Free System",Gold,Norway
1912,Stockholm,Gymnastics,Artistic G.,Einar Ström,NOR,Men,"Team, Free System",Gold,Norway
1912,Stockholm,Gymnastics,Artistic G.,Gabriel Thorstensen,NOR,Men,"Team, Free System",Gold,Norway
1912,Stockholm,Gymnastics,Artistic G.,Thomas Thorstensen,NOR,Men,"Team, Free System",Gold,Norway
1912,Stockholm,Gymnastics,Artistic G.,Nils Voss,NOR,Men,"Team, Free System",Gold,Norway
1912,Stockholm,Gymnastics,Artistic G.,Arthur M. Amundsen,NOR,Men,"Team, Swedish System",Bronze,Norway
1912,Stockholm,Gymnastics,Artistic G.,Jörgen Marius Andersen,NOR,Men,"Team, Swedish System",Bronze,Norway
1912,Stockholm,Gymnastics,Artistic G.,Trygve Carlsen Boyesen,NOR,Men,"Team, Swedish System",Bronze,Norway
1912,Stockholm,Gymnastics,Artistic G.,Georg Brustad,NOR,Men,"Team, Swedish System",Bronze,Norway
1912,Stockholm,Gymnastics,Artistic G.,Conrad Christensen,NOR,Men,"Team, Swedish System",Bronze,Norway
1912,Stockholm,Gymnastics,Artistic G.,Eugene Engebretsen,NOR,Men,"Team, Swedish System",Bronze,Norway
1912,Stockholm,Gymnastics,Artistic G.,Oscar Engelstad,NOR,Men,"Team, Swedish System",Bronze,Norway
1912,Stockholm,Gymnastics,Artistic G.,Marius Eriksen,NOR,Men,"Team, Swedish System",Bronze,Norway
1912,Stockholm,Gymnastics,Artistic G.,Axel Henry Hansen,NOR,Men,"Team, Swedish System",Bronze,Norway
1912,Stockholm,Gymnastics,Artistic G.,Peter Hol,NOR,Men,"Team, Swedish System",Bronze,Norway
1912,Stockholm,Gymnastics,Artistic G.,Olaf Ingebretsen,NOR,Men,"Team, Swedish System",Bronze,Norway
1912,Stockholm,Gymnastics,Artistic G.,Olof Jacobsen,NOR,Men,"Team, Swedish System",Bronze,Norway
1912,Stockholm,Gymnastics,Artistic G.,Erling Jensen,NOR,Men,"Team, Swedish System",Bronze,Norway
1912,Stockholm,Gymnastics,Artistic G.,Thor Jensen,NOR,Men,"Team, Swedish System",Bronze,Norway
1912,Stockholm,Gymnastics,Artistic G.,Fritjof Olsen,NOR,Men,"Team, Swedish System",Bronze,Norway
1912,Stockholm,Gymnastics,Artistic G.,Oscar Olstad,NOR,Men,"Team, Swedish System",Bronze,Norway
1912,Stockholm,Gymnastics,Artistic G.,Edvin Paulsen,NOR,Men,"Team, Swedish System",Bronze,Norway
1912,Stockholm,Gymnastics,Artistic G.,Carl Alfred Pedersen,NOR,Men,"Team, Swedish System",Bronze,Norway
1912,Stockholm,Gymnastics,Artistic G.,Paul Pedersen,NOR,Men,"Team, Swedish System",Bronze,Norway
1912,Stockholm,Gymnastics,Artistic G.,Rolf Roback,NOR,Men,"Team, Swedish System",Bronze,Norway
1912,Stockholm,Gymnastics,Artistic G.,Sigurd Smebye,NOR,Men,"Team, Swedish System",Bronze,Norway
1912,Stockholm,Gymnastics,Artistic G.,Thorleif Thorkildsen,NOR,Men,"Team, Swedish System",Bronze,Norway
1912,Stockholm,Rowing,Rowing,Olaf Björnstad,NOR,Men,Coxed Fours Jugriggers,Bronze,Norway
1912,Stockholm,Rowing,Rowing,Magnus Herseth,NOR,Men,Coxed Fours Jugriggers,Bronze,Norway
1912,Stockholm,Rowing,Rowing,Reidar Durie Holter,NOR,Men,Coxed Fours Jugriggers,Bronze,Norway
1912,Stockholm,Rowing,Rowing,Claus Höyer,NOR,Men,Coxed Fours Jugriggers,Bronze,Norway
1912,Stockholm,Rowing,Rowing,Frithiof Olstad,NOR,Men,Coxed Fours Jugriggers,Bronze,Norway
1912,Stockholm,Sailing,Sailing,Johan August Anker,NOR,Men,12M,Gold,Norway
1912,Stockholm,Sailing,Sailing,Nils Bertelsen,NOR,Men,12M,Gold,Norway
1912,Stockholm,Sailing,Sailing,Eilert Falch-Lund,NOR,Men,12M,Gold,Norway
1912,Stockholm,Sailing,Sailing,Halfdan Hansen,NOR,Men,12M,Gold,Norway
1912,Stockholm,Sailing,Sailing,Arnfinn Kolbjörn Heje,NOR,Men,12M,Gold,Norway
1912,Stockholm,Sailing,Sailing,Magnus Konow,NOR,Men,12M,Gold,Norway
1912,Stockholm,Sailing,Sailing,Alfred Larsen,NOR,Men,12M,Gold,Norway
1912,Stockholm,Sailing,Sailing,Petter Andreas Larsen,NOR,Men,12M,Gold,Norway
1912,Stockholm,Sailing,Sailing,Christian Frederik Staib,NOR,Men,12M,Gold,Norway
1912,Stockholm,Sailing,Sailing,Carl Gustav Thaulow,NOR,Men,12M,Gold,Norway
1912,Stockholm,Sailing,Sailing,Thomas Valentin Aas,NOR,Men,8M,Gold,Norway
1912,Stockholm,Sailing,Sailing,Andreas Bang Brecke,NOR,Men,8M,Gold,Norway
1912,Stockholm,Sailing,Sailing,Torleiv Schibsted Cornelius,NOR,Men,8M,Gold,Norway
1912,Stockholm,Sailing,Sailing,Thoralf Glad,NOR,Men,8M,Gold,Norway
1912,Stockholm,Sailing,Sailing,Christian Fredrik Jebe,NOR,Men,8M,Gold,Norway
1912,Stockholm,Shooting,Shooting,Engebret Skogen,NOR,Men,"Army Rifle, 300M, 3 Positions",Bronze,Norway
1912,Stockholm,Shooting,Shooting,Albert Helgerud,NOR,Men,"Free Rifle, Team",Silver,Norway
1912,Stockholm,Shooting,Shooting,Einar Liberg,NOR,Men,"Free Rifle, Team",Silver,Norway
1912,Stockholm,Shooting,Shooting,Östen Östensen,NOR,Men,"Free Rifle, Team",Silver,Norway
1912,Stockholm,Shooting,Shooting,Olaf Saether,NOR,Men,"Free Rifle, Team",Silver,Norway
1912,Stockholm,Shooting,Shooting,Ole Andreas Saether,NOR,Men,"Free Rifle, Team",Silver,Norway
1912,Stockholm,Shooting,Shooting,Gudbrand Gudbrandsen Skatteboe,NOR,Men,"Free Rifle, Team",Silver,Norway
1912,Stockholm,Tennis,Tennis,Anne Margrethe Bjurstedt,NOR,Women,Singles,Bronze,Norway
1920,Antwerp,Athletics,Athletics,Helge Andreas Lövland,NOR,Men,Decathlon,Gold,Norway
1920,Antwerp,Boxing,Boxing,Sverre Sörsdal,NOR,Men,72.57 - 79.38KG (Light-Heavyweight),Silver,Norway
1920,Antwerp,Gymnastics,Artistic G.,Alf Lied Aaning,NOR,Men,"Team, Free System",Silver,Norway
1920,Antwerp,Gymnastics,Artistic G.,Karl Jan Aas,NOR,Men,"Team, Free System",Silver,Norway
1920,Antwerp,Gymnastics,Artistic G.,Jörgen Marius Andersen,NOR,Men,"Team, Free System",Silver,Norway
1920,Antwerp,Gymnastics,Artistic G.,Gustav Bayer,NOR,Men,"Team, Free System",Silver,Norway
1920,Antwerp,Gymnastics,Artistic G.,Jörgen Björnstad,NOR,Men,"Team, Free System",Silver,Norway
1920,Antwerp,Gymnastics,Artistic G.,Asbjörn Bodahl,NOR,Men,"Team, Free System",Silver,Norway
1920,Antwerp,Gymnastics,Artistic G.,Eilert Böhm,NOR,Men,"Team, Free System",Silver,Norway
1920,Antwerp,Gymnastics,Artistic G.,Trygve Carlsen Boyesen,NOR,Men,"Team, Free System",Silver,Norway
1920,Antwerp,Gymnastics,Artistic G.,Ingolf Davidsen,NOR,Men,"Team, Free System",Silver,Norway
1920,Antwerp,Gymnastics,Artistic G.,Haakon Endreson,NOR,Men,"Team, Free System",Silver,Norway
1920,Antwerp,Gymnastics,Artistic G.,Jacob Erstad,NOR,Men,"Team, Free System",Silver,Norway
1920,Antwerp,Gymnastics,Artistic G.,Harald Oliver Faerstad,NOR,Men,"Team, Free System",Silver,Norway
1920,Antwerp,Gymnastics,Artistic G.,Hermann Aldryk Helgesen,NOR,Men,"Team, Free System",Silver,Norway
1920,Antwerp,Gymnastics,Artistic G.,Peter Hol,NOR,Men,"Team, Free System",Silver,Norway
1920,Antwerp,Gymnastics,Artistic G.,Otto Johannesen,NOR,Men,"Team, Free System",Silver,Norway
1920,Antwerp,Gymnastics,Artistic G.,John Anker Johansen,NOR,Men,"Team, Free System",Silver,Norway
1920,Antwerp,Gymnastics,Artistic G.,Torbjörn Kristofferson,NOR,Men,"Team, Free System",Silver,Norway
1920,Antwerp,Gymnastics,Artistic G.,Henrik Nielsen,NOR,Men,"Team, Free System",Silver,Norway
1920,Antwerp,Gymnastics,Artistic G.,Jacob Opdahl,NOR,Men,"Team, Free System",Silver,Norway
1920,Antwerp,Gymnastics,Artistic G.,Arthur Nicolai Rydström,NOR,Men,"Team, Free System",Silver,Norway
1920,Antwerp,Gymnastics,Artistic G.,Frithjof Saelen,NOR,Men,"Team, Free System",Silver,Norway
1920,Antwerp,Gymnastics,Artistic G.,Björn Skjaerpe,NOR,Men,"Team, Free System",Silver,Norway
1920,Antwerp,Gymnastics,Artistic G.,Wilhelm Marius Bakke Steffensen,NOR,Men,"Team, Free System",Silver,Norway
1920,Antwerp,Gymnastics,Artistic G.,Olav Sundal,NOR,Men,"Team, Free System",Silver,Norway
1920,Antwerp,Gymnastics,Artistic G.,Reidar Tönsberg,NOR,Men,"Team, Free System",Silver,Norway
1920,Antwerp,Gymnastics,Artistic G.,Lauritz Wigand-Larsen,NOR,Men,"Team, Free System",Silver,Norway
1920,Antwerp,Rowing,Rowing,Haakon Ellingsen,NOR,Men,Eight With Coxswain (8+),Bronze,Norway
1920,Antwerp,Rowing,Rowing,Thoralf Hagen,NOR,Men,Eight With Coxswain (8+),Bronze,Norway
1920,Antwerp,Rowing,Rowing,Thore Michelsen,NOR,Men,Eight With Coxswain (8+),Bronze,Norway
1920,Antwerp,Rowing,Rowing,Arne Mortensen,NOR,Men,Eight With Coxswain (8+),Bronze,Norway
1920,Antwerp,Rowing,Rowing,Karl Nag,NOR,Men,Eight With Coxswain (8+),Bronze,Norway
1920,Antwerp,Rowing,Rowing,Theodor Nag,NOR,Men,Eight With Coxswain (8+),Bronze,Norway
1920,Antwerp,Rowing,Rowing,Adolf Nilsen,NOR,Men,Eight With Coxswain (8+),Bronze,Norway
1920,Antwerp,Rowing,Rowing,Conrad Olsen,NOR,Men,Eight With Coxswain (8+),Bronze,Norway
1920,Antwerp,Rowing,Rowing,Tollef Tollefsen,NOR,Men,Eight With Coxswain (8+),Bronze,Norway
1920,Antwerp,Rowing,Rowing,Per Gulbrandsen,NOR,Men,Four-Oared Shell With Coxswain (4-),Bronze,Norway
1920,Antwerp,Rowing,Rowing,Thoralf Hagen,NOR,Men,Four-Oared Shell With Coxswain (4-),Bronze,Norway
1920,Antwerp,Rowing,Rowing,Theodor Klem,NOR,Men,Four-Oared Shell With Coxswain (4-),Bronze,Norway
1920,Antwerp,Rowing,Rowing,Henry Larsen,NOR,Men,Four-Oared Shell With Coxswain (4-),Bronze,Norway
